,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,Classification
0,0.0,1356.0,1929.0,580.0,231.0,0.0,0.0,0.0,15.0,2123.0,0.0,0.0,31.0,0.0,0.0,0.0,847.0,0.0,906.0,2056.0,1134.0,0.0,0.0,0.0,3963.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,Residential
1,0.0,174.0,2331.0,1468.0,123.0,0.0,0.0,0.0,0.0,2401.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,0.0,895.0,1953.0,1248.0,0.0,0.0,0.0,4052.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,Residential
2,0.0,35.0,2159.0,1750.0,152.0,0.0,0.0,0.0,0.0,2605.0,0.0,0.0,0.0,0.0,0.0,0.0,1033.0,0.0,822.0,2100.0,1174.0,0.0,0.0,0.0,4091.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,Residential
3,0.0,1240.0,2252.0,486.0,117.0,0.0,0.0,0.0,0.0,2097.0,0.0,0.0,0.0,0.0,0.0,0.0,2464.0,0.0,1827.0,1760.0,509.0,0.0,0.0,0.0,3686.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,Residential
4,0.0,170.0,1982.0,1115.0,829.0,0.0,0.0,0.0,0.0,1875.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,0.0,1700.0,2070.0,326.0,0.0,0.0,292.0,3613.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,Residential
5,0.0,2137.0,1848.0,98.0,1.0,0.0,0.0,0.0,0.0,1924.0,0.0,0.0,58.0,0.0,0.0,0.0,2389.0,0.0,2447.0,1615.0,34.0,0.0,0.0,0.0,3519.0,577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,Residential
6,0.0,269.0,2260.0,1515.0,51.0,0.0,0.0,0.0,26.0,2290.0,0.0,0.0,183.0,4.0,0.0,0.0,20.0,0.0,1217.0,1359.0,1520.0,0.0,0.0,0.0,4069.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,Residential
7,0.0,776.0,2697.0,594.0,25.0,0.0,0.0,0.0,0.0,1823.0,0.0,0.0,3.0,0.0,0.0,0.0,1583.0,0.0,1939.0,1758.0,399.0,0.0,0.0,0.0,4052.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,Residential
8,0.0,1488.0,1782.0,784.0,32.0,0.0,0.0,0.0,36.0,2453.0,0.0,0.0,204.0,2.0,0.0,0.0,250.0,0.0,1311.0,1884.0,901.0,0.0,0.0,32.0,4063.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,Residential
9,0.0,1651.0,2150.0,290.0,4.0,0.0,0.0,0.0,0.0,1583.0,0.0,0.0,0.0,0.0,0.0,0.0,3213.0,0.0,2143.0,1953.0,0.0,0.0,0.0,0.0,4065.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,Residential
10,0.0,2908.0,1139.0,20.0,0.0,0.0,0.0,0.0,0.0,1816.0,0.0,0.0,0.0,0.0,0.0,0.0,3601.0,0.0,2062.0,1831.0,203.0,0.0,0.0,0.0,3986.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,Residential
11,0.0,622.0,2344.0,1015.0,107.0,0.0,0.0,0.0,0.0,1030.0,0.0,0.0,8.0,0.0,0.0,0.0,1102.0,0.0,1935.0,2161.0,0.0,0.0,0.0,0.0,3860.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,Residential
12,0.0,571.0,2025.0,1243.0,256.0,0.0,0.0,0.0,0.0,2006.0,0.0,0.0,1.0,0.0,0.0,0.0,547.0,0.0,1990.0,1659.0,447.0,0.0,0.0,0.0,4082.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,Residential
13,0.0,173.0,2257.0,1038.0,628.0,0.0,0.0,0.0,0.0,2712.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,0.0,711.0,2287.0,1098.0,0.0,0.0,0.0,4060.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,Residential
14,0.0,1414.0,2598.0,84.0,0.0,0.0,0.0,0.0,0.0,1446.0,0.0,0.0,0.0,0.0,0.0,0.0,3507.0,0.0,1891.0,1810.0,395.0,0.0,0.0,0.0,4009.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,Residential
15,0.0,493.0,2782.0,798.0,12.0,0.0,0.0,0.0,0.0,754.0,0.0,0.0,7.0,1.0,0.0,0.0,1710.0,0.0,2903.0,1193.0,0.0,0.0,0.0,4.0,3976.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,Residential
16,0.0,2473.0,1024.0,452.0,15.0,0.0,0.0,0.0,0.0,1494.0,0.0,0.0,302.0,2.0,0.0,0.0,1120.0,5.0,2978.0,1118.0,0.0,0.0,0.0,8.0,3841.0,242.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,406.0,Residential
17,0.0,1255.0,2410.0,425.0,1.0,0.0,0.0,0.0,0.0,1563.0,0.0,0.0,15.0,0.0,0.0,0.0,1632.0,0.0,1973.0,2075.0,48.0,0.0,0.0,0.0,4034.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,Residential
18,0.0,338.0,2489.0,1021.0,248.0,0.0,0.0,0.0,0.0,2223.0,0.0,0.0,0.0,0.0,0.0,0.0,463.0,0.0,1623.0,1796.0,677.0,0.0,0.0,0.0,4059.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,Residential
19,0.0,2350.0,1144.0,278.0,17.0,0.0,0.0,0.0,0.0,864.0,0.0,0.0,468.0,1.0,0.0,0.0,1893.0,0.0,3180.0,916.0,0.0,0.0,0.0,5.0,3902.0,188.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,Residential
20,0.0,2613.0,1238.0,203.0,4.0,0.0,0.0,0.0,0.0,1640.0,0.0,0.0,21.0,4.0,0.0,0.0,3064.0,0.0,2200.0,1890.0,6.0,0.0,0.0,0.0,3595.0,501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,Residential
21,0.0,511.0,2563.0,996.0,25.0,0.0,0.0,0.0,1.0,2755.0,0.0,0.0,10.0,0.0,0.0,0.0,445.0,0.0,1243.0,1735.0,1118.0,0.0,0.0,0.0,4036.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,Residential
22,0.0,1139.0,2699.0,249.0,0.0,0.0,0.0,0.0,0.0,1586.0,0.0,0.0,42.0,0.0,0.0,0.0,1882.0,0.0,1835.0,1768.0,493.0,0.0,0.0,0.0,4035.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,Residential
23,0.0,342.0,1925.0,1200.0,628.0,0.0,0.0,0.0,0.0,1316.0,0.0,0.0,1.0,0.0,0.0,0.0,318.0,0.0,1898.0,2127.0,71.0,0.0,0.0,1.0,4037.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,Residential
24,0.0,522.0,2432.0,936.0,201.0,0.0,0.0,0.0,0.0,3806.0,0.0,0.0,1.0,1.0,0.0,0.0,970.0,0.0,3283.0,813.0,0.0,0.0,0.0,34.0,3877.0,175.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Residential
25,0.0,540.0,1869.0,1318.0,350.0,0.0,0.0,0.0,0.0,2770.0,0.0,0.0,7.0,17.0,0.0,0.0,884.0,0.0,1152.0,1832.0,1112.0,0.0,0.0,1.0,3947.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,Residential
26,0.0,2292.0,1743.0,18.0,0.0,0.0,0.0,0.0,6.0,2375.0,0.0,0.0,133.0,1.0,0.0,0.0,1160.0,0.0,1132.0,2199.0,765.0,0.0,0.0,0.0,3485.0,611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,Residential
27,0.0,181.0,2613.0,980.0,322.0,0.0,0.0,0.0,0.0,2272.0,0.0,0.0,0.0,0.0,0.0,0.0,1282.0,0.0,1347.0,2112.0,637.0,0.0,0.0,0.0,4088.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,Residential
28,0.0,204.0,3350.0,526.0,16.0,0.0,0.0,0.0,0.0,2457.0,0.0,0.0,0.0,0.0,0.0,0.0,2274.0,0.0,1205.0,1886.0,1005.0,0.0,0.0,0.0,4012.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,Residential
29,0.0,246.0,2180.0,1475.0,195.0,0.0,0.0,0.0,0.0,2680.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0,0.0,1293.0,1892.0,911.0,0.0,0.0,0.0,4009.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,Residential
30,0.0,2771.0,1037.0,118.0,6.0,0.0,0.0,0.0,0.0,3518.0,0.0,0.0,535.0,0.0,0.0,0.0,678.0,0.0,2980.0,1116.0,0.0,0.0,0.0,2.0,4043.0,44.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,Residential
31,0.0,626.0,2695.0,722.0,53.0,0.0,0.0,0.0,2.0,2676.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,1060.0,1938.0,1098.0,0.0,0.0,0.0,4091.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,Residential
32,0.0,862.0,2509.0,624.0,100.0,0.0,0.0,0.0,0.0,2071.0,0.0,0.0,0.0,0.0,0.0,0.0,469.0,0.0,1249.0,2015.0,832.0,0.0,0.0,0.0,4093.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.0,Residential
33,0.0,285.0,2147.0,1428.0,236.0,0.0,0.0,0.0,0.0,2421.0,0.0,0.0,2.0,0.0,0.0,0.0,353.0,0.0,1832.0,1610.0,654.0,0.0,0.0,0.0,3998.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,Residential
34,0.0,1578.0,2196.0,190.0,0.0,0.0,0.0,0.0,0.0,1150.0,0.0,0.0,345.0,26.0,0.0,0.0,1365.0,0.0,2303.0,1766.0,27.0,0.0,0.0,0.0,3964.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,Residential
35,0.0,607.0,2739.0,602.0,148.0,0.0,0.0,0.0,0.0,1818.0,0.0,0.0,1.0,0.0,0.0,0.0,1741.0,0.0,1808.0,1782.0,506.0,0.0,0.0,0.0,4092.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,Residential
36,0.0,330.0,2488.0,1128.0,150.0,0.0,0.0,0.0,0.0,2378.0,0.0,0.0,0.0,0.0,0.0,0.0,1601.0,0.0,2140.0,1631.0,325.0,0.0,0.0,3.0,4005.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,Residential
37,0.0,977.0,2096.0,977.0,46.0,0.0,0.0,0.0,0.0,2215.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,0.0,785.0,2071.0,1240.0,0.0,0.0,0.0,4085.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,Residential
38,0.0,780.0,1940.0,989.0,380.0,0.0,0.0,0.0,0.0,2695.0,0.0,0.0,9.0,0.0,0.0,0.0,889.0,1.0,3030.0,1066.0,0.0,0.0,0.0,12.0,3908.0,174.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,59.0,Residential
39,0.0,825.0,2992.0,264.0,6.0,0.0,0.0,0.0,0.0,1862.0,0.0,0.0,0.0,0.0,0.0,0.0,2575.0,0.0,2375.0,1721.0,0.0,0.0,0.0,0.0,4038.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,Residential
