,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,Classification
0,0.0,3.0,926.0,2012.0,1155.0,0.0,0.0,0.0,0.0,2588.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0,0.0,444.0,1668.0,1984.0,0.0,0.0,19.0,4077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,Pasture
1,0.0,1.0,519.0,2716.0,860.0,0.0,0.0,0.0,0.0,2433.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,0.0,1348.0,1897.0,851.0,0.0,0.0,22.0,4063.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,Pasture
2,0.0,22.0,197.0,602.0,3275.0,0.0,0.0,0.0,0.0,2573.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,601.0,2540.0,955.0,0.0,0.0,784.0,3311.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,Pasture
3,0.0,1.0,32.0,112.0,3951.0,0.0,0.0,0.0,0.0,1030.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1823.0,1758.0,515.0,0.0,0.0,3103.0,993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,Pasture
4,0.0,46.0,221.0,1093.0,2736.0,0.0,0.0,0.0,0.0,2069.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,813.0,2098.0,1185.0,0.0,0.0,2.0,4094.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,Pasture
5,0.0,1.0,1226.0,2697.0,172.0,0.0,0.0,0.0,0.0,2708.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,506.0,1449.0,2123.0,18.0,0.0,0.0,4095.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,Pasture
6,0.0,14.0,955.0,1899.0,1228.0,0.0,0.0,0.0,0.0,2237.0,0.0,0.0,0.0,0.0,0.0,0.0,725.0,0.0,1158.0,1951.0,987.0,0.0,0.0,49.0,4045.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,Pasture
7,0.0,6.0,121.0,2880.0,1089.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,114.0,1348.0,2634.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,Pasture
8,0.0,0.0,1388.0,1395.0,1313.0,0.0,0.0,0.0,0.0,2148.0,0.0,0.0,0.0,0.0,0.0,0.0,945.0,0.0,766.0,1709.0,1621.0,0.0,0.0,282.0,3814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,Pasture
9,0.0,55.0,712.0,2850.0,478.0,0.0,0.0,0.0,0.0,2552.0,0.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,669.0,1776.0,1651.0,0.0,0.0,0.0,4095.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,Pasture
