,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,Classification
0,0.0,0.0,3.0,1330.0,2763.0,0.0,0.0,0.0,0.0,2570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,178.0,3689.0,101.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,Forest
1,0.0,0.0,4.0,3833.0,259.0,0.0,0.0,0.0,0.0,2922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,100.0,3715.0,99.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,Forest
2,0.0,0.0,16.0,2970.0,1110.0,0.0,0.0,0.0,0.0,2326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,2046.0,1766.0,0.0,0.0,330.0,3766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,Forest
3,0.0,0.0,0.0,2025.0,2071.0,0.0,0.0,0.0,2.0,2895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,139.0,3713.0,152.0,0.0,4.0,4092.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,Forest
4,0.0,0.0,0.0,158.0,3938.0,0.0,0.0,0.0,0.0,2824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,74.0,3933.0,39.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,Forest
5,0.0,0.0,0.0,66.0,4030.0,0.0,0.0,0.0,0.0,2626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,261.0,3791.0,26.0,0.0,5.0,4091.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,Forest
6,0.0,0.0,5.0,51.0,4040.0,0.0,0.0,0.0,0.0,1933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,999.0,3064.0,0.0,0.0,82.0,4014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,Forest
7,0.0,0.0,3.0,3450.0,643.0,0.0,0.0,0.0,1.0,2582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,128.0,3830.0,67.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,Forest
8,0.0,0.0,4.0,53.0,4039.0,0.0,0.0,0.0,0.0,2806.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,36.0,1510.0,2550.0,0.0,0.0,14.0,4082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Forest
9,0.0,0.0,9.0,665.0,3422.0,0.0,0.0,0.0,0.0,2921.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,869.0,1860.0,1360.0,7.0,0.0,3886.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562.0,Forest
